cluster,latitude,longitude,calculatedCourse
0,40.52452806887755,-74.45421039387755,267.63286784972524
1,40.524558069871794,-74.44124407147436,47.19826586552403
2,40.52248628486239,-74.45264767798166,138.581198954445
3,40.52234583738318,-74.44802973738318,212.8414572344719
4,40.52371265380117,-74.44930472368421,293.1380674539203
5,40.522424427089334,-74.44747580201728,109.72138184304278
6,40.5236569959596,-74.45150326161615,339.8499346600696
7,40.52237142789474,-74.44238406210526,176.34221710845557
8,40.52309452075472,-74.44827224213837,24.63099925071525
9,40.523842351832464,-74.45941393507853,242.06008708513792
10,40.52219108880597,-74.44849978432836,93.17015343144902
11,40.522194143712575,-74.44809044550898,67.46505735380158
12,40.5238982971223,-74.45283081510792,305.2573852882293
13,40.524294152316074,-74.45027519700272,281.62986463947294
14,40.52162592328358,-74.45596810895523,156.9604106022558
15,40.522336586941584,-74.44932992920963,222.07140252892242
16,40.52233566909091,-74.44437606,201.3301139406867
17,40.52230960787402,-74.45004093307087,122.55081547803867
18,40.52274721360947,-74.45148689842209,106.60492657611562
19,40.52335697278912,-74.44528689387755,37.12257874119026
20,40.52394491197183,-74.4559074753521,253.29580295411327
21,40.52243937254902,-74.45030971470588,5.2860035297532955
22,40.52273101210191,-74.44766198343949,60.67018918087054
23,40.52377901,-74.45313370875,332.0456041298413
24,40.52186881710526,-74.44944908289474,80.85297295891189
25,40.52263383111111,-74.44945196333333,355.50029056064386
26,40.52274481805556,-74.44637462847223,188.9395214241406
27,40.52470451904762,-74.4540657462963,261.07887461775647
28,40.52192677437186,-74.4511101442211,163.79692017898162
29,40.522256182129276,-74.45183516996198,133.1586406796951
30,40.52361609047619,-74.45715611369049,231.93483993237194
31,40.521992911416184,-74.44138884132947,299.0123221295073
32,40.523831803921574,-74.4524151127451,324.75371528174566
33,40.52485562412121,-74.45356641333333,287.0442299732116
34,40.52434966470588,-74.45276321855205,274.9687829172262
35,40.522243060683756,-74.45330857478633,144.66588959619602
36,40.523063726000004,-74.448152057,13.215372296535772
37,40.52300598896104,-74.44618249935064,53.96217605252722
38,40.52280796581633,-74.44685421887755,30.80376765366873
39,40.52246467407407,-74.44397442222223,182.1185547208089
40,40.52201141268657,-74.45121233507462,97.87905684260873
41,40.52228136954023,-74.4494751402299,217.3316673816493
42,40.522085470305676,-74.45050458820961,127.82426633934246
43,40.5239483015625,-74.44343364479167,42.46249004255149
44,40.523779082320445,-74.45864097734807,247.34703746760653
45,40.522430976027394,-74.44757096541096,114.01950624331052
46,40.52250768209876,-74.45026269753086,87.65605996009678
47,40.522984290751445,-74.446805233526,207.21959726303342
48,40.523254759000004,-74.4545600955,226.9064579355993
49,40.52258552366413,-74.44279473816793,195.63719077624302
50,40.52190952484277,-74.45512535503144,150.98114421099794
51,40.52304710431035,-74.45057796982759,348.3339951870814
52,40.524104895,-74.4530213225,311.1795774814401
53,40.521889848920864,-74.4488322820144,73.63788398438928
54,40.524016921673,-74.45714515589354,237.08370930663676
55,40.52260969148936,-74.44893090638297,170.5360536780305
56,40.522816169209804,-74.44893010326975,102.76617968852173
57,40.52254637922078,-74.44902951948052,18.790712772945348
58,40.52399290863309,-74.45377561798561,317.64366590534513
59,40.52334033038549,-74.4431466782313,118.52437910754138
