id,name,type,calculatedCourse,routeName,created,longitude,latitude,speed,paxLoad,totalCap,outOfService,more,tripId,deviceId,outdated,routeBlockId,timestamp
4862,4180,Transit Bus,31.429565752066935,B Route,01:33 PM,-74.436488500,40.523828800,,65,67,0,101,,428735,0,113250,2024-10-24 13:33:21
15186,0127,,45.60981547601705,B Route,01:33 PM,-74.438671700,40.525048600,,3,67,0,101,,429476,0,113249,2024-10-24 13:33:21
15188,0129,,213.69006627333053,C Route,01:33 PM,-74.465049300,40.523683600,,3,67,0,101,,429478,0,5450,2024-10-24 13:33:21
15189,0130,,48.64007281225338,F Route,01:30 PM,-74.437498600,40.489489000,,2,67,0,102,,429482,0,117894,2024-10-24 13:33:21
15187,0128,,261.51218758245835,EE Route,01:33 PM,-74.442498400,40.492436800,,34,67,0,102,,429484,0,111601,2024-10-24 13:33:21
4855,4131,Transit Bus,235.0683158710063,A Route,01:33 PM,-74.460637600,40.518147300,,17,67,0,102,,402213,0,111528,2024-10-24 13:33:51
4856,4132,Transit Bus,76.79320395821327,EE Route,01:33 PM,-74.444045300,40.500149000,,30,67,0,102,,402215,0,111579,2024-10-24 13:33:51
4859,4177,Transit Bus,176.09937798919486,LX Route,01:33 PM,-74.432706100,40.521617800,,38,67,0,102,,402325,0,111417,2024-10-24 13:33:51
4873,4191,Transit Bus,331.94641498688156,H Route,01:33 PM,-74.445902100,40.501210600,,27,67,0,102,,402329,0,111639,2024-10-24 13:33:51
4876,4194,Transit Bus,134.84132921623103,F Route,01:33 PM,-74.452124800,40.503419300,,27,67,0,102,,402330,0,117891,2024-10-24 13:33:51
17624,4002,Heavy Duty Transit LF,4.085616831638731,REXB Route,01:33 PM,-74.465238100,40.523620100,,28,68,0,101,,402643,0,112511,2024-10-24 13:33:51
4863,4181,Transit Bus,274.0386483699396,LX Route,01:33 PM,-74.451668800,40.525707800,,36,67,0,102,,402645,0,111422,2024-10-24 13:33:51
4853,4129,Transit Bus,327.85239832833184,LX Route,01:33 PM,-74.447427100,40.503143300,,39,67,0,101,,402646,0,111416,2024-10-24 13:33:51
4877,4195,Transit Bus,123.99510560836762,REXL Route,01:33 PM,-74.437879100,40.482712100,,24,67,0,102,,402647,0,111678,2024-10-24 13:33:51
4874,4192,Transit Bus,43.02506598975475,LX Route,01:33 PM,-74.439988600,40.523777500,,59,67,0,102,,402698,0,111418,2024-10-24 13:33:51
4870,4188,Transit Bus,134.1623451256578,A Route,01:33 PM,-74.449027500,40.500382800,,34,67,0,102,,402699,0,111530,2024-10-24 13:33:51
4891,4209,Transit Bus,9.761774807044219,REXL Route,01:33 PM,-74.436360100,40.523761500,,19,67,0,102,,402707,0,111679,2024-10-24 13:33:51
4895,4212,Transit Bus,274.1786602314386,H Route,01:33 PM,-74.454842500,40.506783300,,19,67,0,102,,402708,0,111640,2024-10-24 13:33:51
4893,4211,Transit Bus,122.48396580300141,REXL Route,01:33 PM,-74.447339000,40.503761500,,27,67,0,102,,402720,0,111676,2024-10-24 13:33:51
4881,4199,Transit Bus,305.23578051096797,A Route,01:33 PM,-74.463530000,40.522060800,,31,67,0,101,,402723,0,111529,2024-10-24 13:33:51
4886,4204,Transit Bus,142.50616213933836,B Route,01:33 PM,-74.458044000,40.523553000,,35,67,0,101,,402727,0,113248,2024-10-24 13:33:51
4885,4203,Transit Bus,23.02971923119327,B Route,01:33 PM,-74.438475500,40.525233100,,32,67,0,101,,402729,0,113245,2024-10-24 13:33:51
4882,4200,Transit Bus,168.02623098613935,EE Route,01:32 PM,-74.439440600,40.494329500,,19,67,0,102,,402733,0,111581,2024-10-24 13:33:51
4872,4190,Transit Bus,127.02496029386162,B Route,01:33 PM,-74.464179300,40.524022100,,40,67,0,101,,402741,0,113278,2024-10-24 13:33:51
7181,0205,Transit Bus,275.0615608098833,F Route,01:33 PM,-74.448185000,40.503585300,,65,75,0,101,,405378,0,117893,2024-10-24 13:33:51
7179,0201,Transit Bus,113.66700512545651,F Route,01:33 PM,-74.437078800,40.485409000,,30,67,0,101,,405380,0,117892,2024-10-24 13:33:51
4851,4128,Transit Bus,333.4309114446081,EE Route,01:33 PM,-74.432004800,40.485128800,,23,67,0,102,,405382,0,111602,2024-10-24 13:33:51
7151,0202,Transit Bus,297.5462219412678,EE Route,01:33 PM,-74.449204300,40.504129000,,28,75,0,101,,405404,0,111578,2024-10-24 13:33:51
7180,0204,Transit Bus,88.03327984879292,A Route,01:33 PM,-74.461020500,40.524931000,,53,67,0,102,,406275,0,111531,2024-10-24 13:33:51
4840,1004,Transit Bus,273.3018657194528,LX Route,01:33 PM,-74.448517300,40.499894100,,24,69,0,101,,411187,0,111413,2024-10-24 13:33:51
4843,1012,Transit Bus,236.9761324442394,LX Route,01:33 PM,-74.457112100,40.515447500,,55,71,0,102,,411189,0,111421,2024-10-24 13:33:51
9418,4125,,45.495786691244064,H Route,01:33 PM,-74.460370300,40.518293800,,15,57,0,102,,415102,0,111641,2024-10-24 13:33:51
9419,4050,,213.17851168976787,REXL Route,01:33 PM,-74.436491800,40.523878600,,2,67,0,101,,415104,0,111680,2024-10-24 13:33:51
9421,4052,,181.73570458899627,EE Route,01:33 PM,-74.436647800,40.479290500,,38,67,0,102,,415105,0,111582,2024-10-24 13:33:51
17625,4003,Heavy Duty Transit LF,284.9470157153668,REXL Route,01:33 PM,-74.446121300,40.524356100,,80,80,0,102,,417553,0,111677,2024-10-24 13:33:51
11195,3260,,226.7084387198682,LX Route,01:33 PM,-74.433641500,40.519710600,,29,30,0,102,,417554,0,111417,2024-10-24 13:33:51
17626,4004,Heavy Duty Transit LF,297.91285959704686,REXB Route,01:33 PM,-74.437483300,40.485722000,,68,68,0,101,,417555,0,112512,2024-10-24 13:33:51
11204,4910,Shuttle Bus,128.65980825428989,B-He Route,01:33 PM,-74.457773100,40.523337500,,12,30,0,101,,417557,0,112747,2024-10-24 13:33:51
11194,3255,Shuttle Bus,238.11623687172477,A Route,01:33 PM,-74.461544300,40.517773500,,14,30,0,102,,417559,0,111532,2024-10-24 13:33:51
13211,4035,,124.71462205572243,LX Route,01:33 PM,-74.448726300,40.500050100,,71,75,0,101,,422692,0,111411,2024-10-24 13:33:51
13210,4034,,326.63916934356143,EE Route,01:33 PM,-74.441207100,40.489107600,,40,67,0,102,,422694,0,111580,2024-10-24 13:33:51
13214,4038,,237.29905691244363,H Route,01:33 PM,-74.457861000,40.517127000,,25,67,0,102,,422698,0,111638,2024-10-24 13:33:51
13213,4037,,342.39881864206626,REXB Route,01:33 PM,-74.437342500,40.483210800,,21,67,0,101,,422700,0,112510,2024-10-24 13:33:51
13216,4040,,46.021372468628385,B Route,01:33 PM,-74.439412100,40.524300300,,50,67,0,101,,422708,0,113245,2024-10-24 13:33:51
13209,4033,,285.91440405145886,B-He Route,01:33 PM,-74.447421800,40.524738000,,27,67,0,102,,422712,0,111329,2024-10-24 13:33:51
13217,4041,,139.2349610430207,B Route,01:33 PM,-74.458174800,40.523753000,,26,67,0,101,,422714,0,113246,2024-10-24 13:33:51
4862,4180,Transit Bus,203.1985906680696,B Route,01:33 PM,-74.436474300,40.523796100,,65,67,0,101,,428735,0,113250,2024-10-24 13:33:51
15186,0127,,288.434949230033,B Route,01:33 PM,-74.438643600,40.525096400,,3,67,0,101,,429476,0,113249,2024-10-24 13:33:51
15188,0129,,251.56505076996697,C Route,01:33 PM,-74.465056900,40.523668100,,3,67,0,101,,429478,0,5450,2024-10-24 13:33:51
15189,0130,,48.64007281225338,F Route,01:30 PM,-74.437498600,40.489489000,,2,67,0,102,,429482,0,117894,2024-10-24 13:33:51
15187,0128,,264.5540884792679,EE Route,01:33 PM,-74.443121600,40.492391900,,34,67,0,102,,429484,0,111601,2024-10-24 13:33:51
4855,4131,Transit Bus,188.06072770565382,A Route,01:34 PM,-74.460785000,40.517106500,,17,67,0,102,,402213,0,111528,2024-10-24 13:34:22
4856,4132,Transit Bus,139.05535737533353,EE Route,01:34 PM,-74.441315500,40.498561600,,30,67,0,102,,402215,0,111579,2024-10-24 13:34:22
4859,4177,Transit Bus,222.741015231481,LX Route,01:34 PM,-74.433549100,40.519806600,,38,67,0,102,,402325,0,111417,2024-10-24 13:34:22
4873,4191,Transit Bus,299.8763482277251,H Route,01:34 PM,-74.447304600,40.503084100,,27,67,0,102,,402329,0,111639,2024-10-24 13:34:22
4876,4194,Transit Bus,134.65355949344803,F Route,01:34 PM,-74.450809800,40.502128300,,27,67,0,102,,402330,0,117891,2024-10-24 13:34:22
17624,4002,Heavy Duty Transit LF,311.52476721622253,REXB Route,01:34 PM,-74.465252800,40.523625100,,28,68,0,101,,402643,0,112511,2024-10-24 13:34:22
4863,4181,Transit Bus,10.800695331295174,LX Route,01:34 PM,-74.454816600,40.526199500,,36,67,0,102,,402645,0,111422,2024-10-24 13:34:22
4853,4129,Transit Bus,299.7578971485366,LX Route,01:34 PM,-74.447835500,40.503357300,,39,67,0,101,,402646,0,111416,2024-10-24 13:34:22
4877,4195,Transit Bus,56.08499116653854,REXL Route,01:34 PM,-74.437445600,40.483114000,,17,67,0,101,,402647,0,111678,2024-10-24 13:34:22
4874,4192,Transit Bus,45.60811455292475,LX Route,01:34 PM,-74.439032000,40.524745800,,59,67,0,102,,402698,0,111418,2024-10-24 13:34:22
4870,4188,Transit Bus,141.92344891205857,A Route,01:34 PM,-74.448916800,40.500241500,,34,67,0,101,,402699,0,111530,2024-10-24 13:34:22
4891,4209,Transit Bus,72.25425008921673,REXL Route,01:34 PM,-74.435336800,40.523901600,,19,67,0,102,,402707,0,111679,2024-10-24 13:34:22
4895,4212,Transit Bus,319.64967440478165,H Route,01:34 PM,-74.458632500,40.508663300,,19,67,0,102,,402708,0,111640,2024-10-24 13:34:22
4893,4211,Transit Bus,156.24239672212116,REXL Route,01:34 PM,-74.440452100,40.498371500,,27,67,0,102,,402720,0,111676,2024-10-24 13:34:22
4881,4199,Transit Bus,281.6893691745108,A Route,01:34 PM,-74.463781800,40.522077100,,42,67,0,101,,402723,0,111529,2024-10-24 13:34:22
4886,4204,Transit Bus,140.13452744921722,B Route,01:34 PM,-74.458030800,40.523508500,,45,67,0,101,,402727,0,113248,2024-10-24 13:34:22
4885,4203,Transit Bus,21.044734397587945,B Route,01:34 PM,-74.438452300,40.525323800,,32,67,0,101,,402729,0,113245,2024-10-24 13:34:22
4882,4200,Transit Bus,284.8014170687083,EE Route,01:34 PM,-74.442892600,40.492336600,,19,67,0,102,,402733,0,111581,2024-10-24 13:34:22
4872,4190,Transit Bus,43.01201901720481,B Route,01:34 PM,-74.463417600,40.525017500,,40,67,0,101,,402741,0,113278,2024-10-24 13:34:22
7181,0205,Transit Bus,287.4826543882722,F Route,01:34 PM,-74.448396500,40.503674100,,65,75,0,101,,405378,0,117893,2024-10-24 13:34:22
7179,0201,Transit Bus,223.97123013096638,F Route,01:34 PM,-74.437416100,40.484897600,,30,67,0,102,,405380,0,117892,2024-10-24 13:34:22
4851,4128,Transit Bus,333.4309114446081,EE Route,01:34 PM,-74.431959500,40.485239500,,24,67,0,101,,405382,0,111602,2024-10-24 13:34:22
7151,0202,Transit Bus,197.0490310058483,EE Route,01:34 PM,-74.449206600,40.504121500,,31,75,0,101,,405404,0,111578,2024-10-24 13:34:22
7180,0204,Transit Bus,111.37002822494543,A Route,01:34 PM,-74.459053300,40.524609600,,53,67,0,102,,406275,0,111531,2024-10-24 13:34:22
4840,1004,Transit Bus,142.9893267780708,LX Route,01:34 PM,-74.448105800,40.499469100,,18,69,0,101,,411187,0,111413,2024-10-24 13:34:22
4843,1012,Transit Bus,196.04343553152614,LX Route,01:34 PM,-74.459114000,40.510152300,,55,71,0,102,,411189,0,111421,2024-10-24 13:34:22
9418,4125,,55.46138758255023,H Route,01:34 PM,-74.459839000,40.518666100,,13,57,0,101,,415102,0,111641,2024-10-24 13:34:22
9419,4050,,82.4657863185821,REXL Route,01:34 PM,-74.435717100,40.523662500,,2,67,0,102,,415104,0,111680,2024-10-24 13:34:22
9421,4052,,149.13100980473916,EE Route,01:34 PM,-74.435425000,40.478922300,,38,67,0,102,,415105,0,111582,2024-10-24 13:34:22
17625,4003,Heavy Duty Transit LF,287.1737036916179,REXL Route,01:34 PM,-74.447875000,40.524901500,,80,80,0,102,,417553,0,111677,2024-10-24 13:34:22
11195,3260,,299.5597600944301,LX Route,01:34 PM,-74.435753100,40.519824100,,29,30,0,102,,417554,0,111417,2024-10-24 13:34:22
17626,4004,Heavy Duty Transit LF,9.940573025137041,REXB Route,01:34 PM,-74.437494000,40.485734600,,68,68,0,101,,417555,0,112512,2024-10-24 13:34:22
11204,4910,Shuttle Bus,322.7106039804121,B-He Route,01:34 PM,-74.458563100,40.524367100,,12,30,0,101,,417557,0,112747,2024-10-24 13:34:22
11194,3255,Shuttle Bus,92.68689453087319,A Route,01:34 PM,-74.458824500,40.516498000,,14,30,0,102,,417559,0,111532,2024-10-24 13:34:22
13211,4035,,124.71462205572243,LX Route,01:34 PM,-74.448633500,40.499939100,,71,75,0,101,,422692,0,111411,2024-10-24 13:34:22
13210,4034,,327.0792411793585,EE Route,01:34 PM,-74.442256100,40.490716100,,40,67,0,102,,422694,0,111580,2024-10-24 13:34:22
13214,4038,,291.7192625679837,H Route,01:34 PM,-74.460835100,40.517201100,,25,67,0,102,,422698,0,111638,2024-10-24 13:34:22
13213,4037,,67.1094483495529,REXB Route,01:34 PM,-74.437294000,40.483242500,,21,67,0,101,,422700,0,112510,2024-10-24 13:34:22
13216,4040,,47.259053444681854,B Route,01:34 PM,-74.438651800,40.525018000,,44,67,0,101,,422708,0,113245,2024-10-24 13:34:22
13209,4033,,287.340162731355,B-He Route,01:34 PM,-74.448076100,40.524939300,,27,67,0,101,,422712,0,111329,2024-10-24 13:34:22
13217,4041,,1.8087393013118458,B Route,01:34 PM,-74.458176000,40.523765100,,34,67,0,101,,422714,0,113246,2024-10-24 13:34:22
4862,4180,Transit Bus,118.10411410265704,B Route,01:34 PM,-74.436006600,40.523631300,,65,67,0,102,,428735,0,113250,2024-10-24 13:34:22
15186,0127,,11.668774004520799,B Route,01:34 PM,-74.438574200,40.525211200,,3,67,0,101,,429476,0,113249,2024-10-24 13:34:22
15188,0129,,212.18374787372022,C Route,01:34 PM,-74.465264000,40.523450600,,3,67,0,101,,429478,0,5450,2024-10-24 13:34:22
15189,0130,,48.64007281225338,F Route,01:30 PM,-74.437498600,40.489489000,,2,67,0,102,,429482,0,117894,2024-10-24 13:34:22
15187,0128,,264.5540884792679,EE Route,01:34 PM,-74.443108100,40.491927900,,32,67,0,102,,429484,0,111601,2024-10-24 13:34:22
